96,11,98.9993,-51.8529,0
97,11,99.0723,-51.5879,0
98,11,99.1415,-51.3219,0
99,11,99.2061,-51.055,0
100,11,99.2662,-50.7867,0
101,11,99.3221,-50.5181,0
102,11,99.3739,-50.2489,0
103,11,99.4231,-49.9801,0
104,11,99.4699,-49.7113,0
105,11,99.5136,-49.4419,0
106,11,99.5525,-49.1712,0
107,11,99.5878,-48.9001,0
108,11,99.6195,-48.6288,0
109,11,99.6484,-48.3575,0
110,11,99.6728,-48.0858,0
111,11,99.6922,-47.8133,0
112,11,99.7092,-47.5405,0
113,11,99.7231,-47.268,0
114,11,99.734,-46.9955,0
115,11,99.7406,-46.7227,0
116,11,99.745,-46.4494,0
117,11,99.7469,-46.1761,0
118,11,99.7452,-45.9022,0
119,11,99.7403,-45.628,0
120,11,99.7329,-45.3533,0
121,11,99.7234,-45.0782,0
122,11,99.7116,-44.8034,0
123,11,99.6978,-44.528,0
124,11,99.6796,-44.2519,0
125,11,99.6582,-43.975,0
126,11,99.6338,-43.6973,0
127,11,99.6078,-43.4189,0
128,11,99.5793,-43.1393,0
129,11,99.5485,-42.859,0
130,11,99.5156,-42.5777,0
131,11,99.4812,-42.2953,0
132,11,99.4453,-42.0124,0
133,11,99.4071,-41.728,0
134,11,99.3677,-41.4425,0
135,11,99.3264,-41.1555,0
136,11,99.2845,-40.8677,0
137,11,99.2403,-40.5792,0
138,11,99.1965,-40.2898,0
587,23,109.7886,-48.1025,2
588,23,109.5436,-47.9299,2
589,23,109.3011,-47.7552,2
590,23,109.0616,-47.5785,2
591,23,108.8251,-47.3988,2
592,23,108.5915,-47.2175,2
593,23,108.3612,-47.0339,2
594,23,108.1323,-46.8477,2
595,23,107.9048,-46.6588,2
596,23,107.6801,-46.4673,2
597,23,107.4584,-46.274,2
598,23,107.2399,-46.0791,2
599,23,107.0242,-45.882,2
600,23,106.8108,-45.6828,2
601,23,106.5996,-45.4814,2
602,23,106.3905,-45.2781,2
603,23,106.1833,-45.0731,2
604,23,105.9788,-44.8658,2
605,23,105.7761,-44.6568,2
606,23,105.5756,-44.4458,2
607,23,105.3774,-44.2323,2
608,23,105.1816,-44.0159,2
609,23,104.9876,-43.796,2
610,23,104.7952,-43.5741,2
611,23,104.6048,-43.3497,2
