recordingId,trackId,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration,FrontVehicleTrackId,cluster,class
8,3,15909,2,90.7153,-14.0996,234.8178,0.8335,2.1739,-0.9212,-1.3848,-0.19,-0.0181,1.6626,-0.045,0.1243,0.1448,399.0,0,motorcycle
8,3,15914,7,90.5268,-14.3784,234.4811,0.8335,2.1739,-0.9642,-1.3937,-0.1826,0.0219,1.6945,-0.0249,0.0883,0.1613,399.0,0,motorcycle
8,3,15919,12,90.3305,-14.658,233.9858,0.8335,2.1739,-1.0046,-1.3901,-0.1533,0.0897,1.7151,-0.0048,0.0176,0.1768,399.0,0,motorcycle
8,3,15924,17,90.1272,-14.9345,233.3786,0.8335,2.1739,-1.0387,-1.3699,-0.0981,0.1776,1.7191,0.0165,-0.084,0.1846,399.0,0,motorcycle
8,3,15929,22,89.9182,-15.2047,232.7068,0.8335,2.1739,-1.0615,-1.3307,-0.0086,0.283,1.7018,0.0382,-0.22,0.1783,399.0,0,motorcycle
8,3,15934,27,89.705,-15.4653,232.0165,0.8335,2.1739,-1.0634,-1.2688,0.1215,0.4063,1.6545,0.0573,-0.395,0.1543,399.0,0,motorcycle
8,3,15939,32,89.4926,-15.7115,231.3503,0.8335,2.1739,-1.0333,-1.1797,0.2867,0.5446,1.5667,0.0702,-0.6044,0.1162,399.0,0,motorcycle
8,3,15944,37,89.2889,-15.9388,230.745,0.8335,2.1739,-0.9626,-1.0582,0.4689,0.6883,1.4285,0.0758,-0.8297,0.0724,399.0,0,motorcycle
8,3,15949,42,89.1023,-16.1396,230.2308,0.8335,2.1739,-0.8474,-0.9013,0.6394,0.8131,1.2348,0.0748,-1.034,0.0287,399.0,0,motorcycle
8,3,15954,47,88.943,-16.3059,229.8297,0.8335,2.1739,-0.6916,-0.7144,0.7608,0.8857,0.9921,0.0676,-1.1675,-0.01,399.0,0,motorcycle
8,3,15959,52,88.82,-16.4307,229.5551,0.8335,2.1739,-0.5114,-0.5143,0.7993,0.8777,0.7231,0.0555,-1.1865,-0.0389,399.0,0,motorcycle
8,3,15964,57,88.7373,-16.5128,229.4112,0.8335,2.1739,-0.3316,-0.3237,0.7423,0.7801,0.4616,0.0412,-1.0754,-0.0561,399.0,0,motorcycle
8,3,15969,62,88.6927,-16.5562,229.3828,0.8335,2.1739,-0.1791,-0.1667,0.6091,0.6101,0.2432,0.0275,-0.8596,-0.0652,399.0,0,motorcycle
8,3,15974,67,88.6737,-16.5717,229.4261,0.8335,2.1739,-0.0684,-0.0592,0.4455,0.4092,0.0894,0.0134,-0.6006,-0.0722,399.0,0,motorcycle
8,3,15979,72,88.6701,-16.573,229.5222,0.8335,2.1739,0.003,-0.0014,0.2901,0.2246,-0.0009,-0.0031,-0.3592,-0.0748,399.0,0,motorcycle
8,3,15984,77,88.6759,-16.5691,229.6564,0.8335,2.1739,0.0431,0.0182,0.1594,0.0856,-0.0417,-0.021,-0.1685,-0.066,399.0,0,motorcycle
8,3,15989,82,88.6871,-16.5657,229.8156,0.8335,2.1739,0.0583,0.0138,0.0591,0.0024,-0.0481,-0.0356,-0.04,-0.0436,399.0,0,motorcycle
8,3,15994,87,88.6991,-16.5655,229.9883,0.8335,2.1739,0.0553,-0.0009,-0.0068,-0.0281,-0.0348,-0.043,0.0259,-0.0128,399.0,0,motorcycle
8,3,15999,92,88.7087,-16.5694,230.1644,0.8335,2.1739,0.0424,-0.0141,-0.0375,-0.0184,-0.0164,-0.0416,0.0382,0.017,399.0,0,motorcycle
8,3,16004,97,88.7144,-16.5752,230.3339,0.8335,2.1739,0.0279,-0.0184,-0.0372,0.0128,-0.0036,-0.0332,0.0139,0.0367,399.0,0,motorcycle
8,3,16009,102,88.7165,-16.581,230.4874,0.8335,2.1739,0.0195,-0.0108,-0.0182,0.0453,-0.004,-0.0219,-0.0234,0.0429,399.0,0,motorcycle
8,3,16014,107,88.7177,-16.5843,230.6147,0.8335,2.1739,0.0203,0.0073,-0.0002,0.0583,-0.0185,-0.0111,-0.045,0.0371,399.0,0,motorcycle
8,3,16019,112,88.7201,-16.5832,230.705,0.8335,2.1739,0.0281,0.0302,-0.0033,0.0306,-0.0412,-0.0026,-0.0216,0.0219,399.0,0,motorcycle
8,3,16024,117,88.7239,-16.5775,230.7462,0.8335,2.1739,0.0372,0.0473,-0.0462,-0.0566,-0.0602,0.0012,0.073,-0.0,399.0,0,motorcycle
8,3,16029,122,88.7294,-16.5689,230.7247,0.8335,2.1739,0.0376,0.0436,-0.1478,-0.2167,-0.0576,-0.0015,0.2613,-0.0228,399.0,0,motorcycle
8,3,16034,127,88.7336,-16.5634,230.6252,0.8335,2.1739,0.0152,0.0015,-0.323,-0.454,-0.0108,-0.0108,0.5558,-0.0384,399.0,0,motorcycle
8,3,16039,132,88.7321,-16.5689,230.4308,0.8335,2.1739,-0.0493,-0.0982,-0.5781,-0.7605,0.1071,-0.0245,0.9545,-0.0388,399.0,0,motorcycle
8,3,16044,137,88.7149,-16.5987,230.1229,0.8335,2.1739,-0.1772,-0.2733,-0.8989,-1.1068,0.3234,-0.0392,1.4257,-0.0198,399.0,0,motorcycle
8,3,16049,142,88.666,-16.6713,229.6681,0.8335,2.1739,-0.3834,-0.5307,-1.2486,-1.4451,0.6527,-0.0512,1.9097,0.0166,399.0,0,motorcycle
8,3,16054,147,88.5671,-16.8044,229.0409,0.8335,2.1739,-0.6699,-0.863,-1.5814,-1.7261,1.0909,-0.0598,2.3402,0.0627,399.0,0,motorcycle
8,3,16059,152,88.402,-17.0115,228.249,0.8335,2.1739,-1.0268,-1.252,-1.8595,-1.9128,1.6178,-0.0677,2.6653,0.1135,399.0,0,motorcycle
8,3,16064,157,88.1584,-17.301,227.3041,0.8335,2.1739,-1.438,-1.6743,-2.0583,-1.9802,2.2057,-0.0785,2.8511,0.17,399.0,0,motorcycle
8,3,16069,162,87.8277,-17.6781,226.2218,0.8335,2.1739,-1.8836,-2.1012,-2.1646,-1.9137,2.8203,-0.0938,2.8793,0.2389,399.0,0,motorcycle
8,3,16074,167,87.4047,-18.1414,225.0216,0.8335,2.1739,-2.3424,-2.5005,-2.1749,-1.7165,3.4244,-0.1105,2.7516,0.3252,399.0,0,motorcycle
8,3,16079,172,86.8888,-18.6818,223.727,0.8335,2.1739,-2.7922,-2.8423,-2.0979,-1.4147,3.9824,-0.1239,2.4939,0.4278,399.0,0,motorcycle
8,3,16084,177,86.2838,-19.2846,222.3663,0.8335,2.1739,-3.2138,-3.1054,-1.9551,-1.0522,4.4671,-0.1287,2.1536,0.5401,399.0,0,motorcycle
8,3,16089,182,85.5985,-19.931,220.9728,0.8335,2.1739,-3.5952,-3.2811,-1.7789,-0.6826,4.8659,-0.1199,1.7907,0.651,399.0,0,motorcycle
8,3,16094,187,84.8439,-20.6015,219.5842,0.8335,2.1739,-3.9365,-3.3761,-1.5959,-0.3533,5.1851,-0.0935,1.455,0.7446,399.0,0,motorcycle
8,3,16099,192,84.0271,-21.2813,218.2427,0.8335,2.1739,-4.2428,-3.4077,-1.4104,-0.088,5.4416,-0.0501,1.1622,0.8039,399.0,0,motorcycle
8,3,16104,197,83.1486,-21.9642,216.994,0.8335,2.1739,-4.5098,-3.3892,-1.2175,0.1068,5.6413,0.0068,0.9081,0.8179,399.0,0,motorcycle
8,3,16109,202,82.2222,-22.6389,215.8853,0.8335,2.1739,-4.7349,-3.3347,-1.0316,0.2165,5.7909,0.0737,0.7088,0.7801,399.0,0,motorcycle
8,3,16114,207,81.2541,-23.299,214.9641,0.8335,2.1739,-4.921,-3.265,-0.8647,0.2319,5.9039,0.1444,0.5757,0.6856,399.0,0,motorcycle
8,3,16119,212,80.253,-23.9449,214.2764,0.8335,2.1739,-5.0733,-3.2012,-0.7298,0.1559,5.9951,0.2119,0.5153,0.5399,399.0,0,motorcycle
8,3,16124,217,79.2258,-24.5791,213.8642,0.8335,2.1739,-5.2016,-3.1625,-0.6337,-0.0031,6.0814,0.2725,0.528,0.3506,399.0,0,motorcycle
8,3,16129,222,78.1775,-25.2079,213.7638,0.8335,2.1739,-5.3186,-3.1672,-0.5663,-0.2272,6.1818,0.3229,0.5971,0.1259,399.0,0,motorcycle
8,3,16134,227,77.1069,-25.8432,214.0048,0.8335,2.1739,-5.4317,-3.2273,-0.4972,-0.4888,6.3077,0.3623,0.6856,-0.1271,399.0,0,motorcycle
8,3,16139,232,76.0126,-26.4967,214.6083,0.8335,2.1739,-5.5349,-3.3472,-0.3943,-0.7614,6.4566,0.3887,0.757,-0.4027,399.0,0,motorcycle
8,3,16144,237,74.8982,-27.1805,215.5865,0.8335,2.1739,-5.6165,-3.5265,-0.2394,-1.0213,6.6198,0.4005,0.789,-0.6912,399.0,0,motorcycle
8,3,16149,242,73.7691,-27.9061,216.942,0.8335,2.1739,-5.6621,-3.7597,-0.0273,-1.249,6.785,0.3981,0.7725,-0.9818,399.0,0,motorcycle
