recordingId,trackId,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration,FrontVehicleTrackId,cluster,class
5,0,21056,0,69.1212,-76.1426,61.3801,0.8059,2.0452,1.2767,2.495,-0.2202,-0.6773,2.8016,-0.0744,-0.7,0.1312,527.0,0,motorcycle
5,0,21061,5,69.3742,-75.6519,61.1055,0.8059,2.0452,1.2353,2.3627,-0.2631,-0.7889,2.6654,-0.0602,-0.8178,0.1508,527.0,0,motorcycle
5,0,21066,10,69.6186,-75.1893,60.6073,0.8059,2.0452,1.1789,2.1932,-0.3194,-0.9218,2.4895,-0.0492,-0.9599,0.1742,527.0,0,motorcycle
5,0,21071,15,69.8499,-74.7659,59.9219,0.8059,2.0452,1.1064,1.9879,-0.368,-1.0282,2.2747,-0.0389,-1.0742,0.1968,527.0,0,motorcycle
5,0,21076,20,70.0638,-74.3888,59.0884,0.8059,2.0452,1.0229,1.7596,-0.3914,-1.0735,2.0352,-0.0263,-1.1221,0.2157,527.0,0,motorcycle
5,0,21081,25,70.2592,-74.0607,58.1489,0.8059,2.0452,0.9376,1.5282,-0.3845,-1.046,1.7929,-0.0101,-1.0914,0.2254,527.0,0,motorcycle
5,0,21086,30,70.4366,-73.7806,57.1485,0.8059,2.0452,0.859,1.3129,-0.3548,-0.956,1.5689,0.0094,-0.9956,0.2205,527.0,0,motorcycle
5,0,21091,35,70.5991,-73.5418,56.1342,0.8059,2.0452,0.7921,1.1281,-0.3198,-0.8342,1.3781,0.0291,-0.8709,0.1993,527.0,0,motorcycle
5,0,21096,40,70.7495,-73.3356,55.1535,0.8059,2.0452,0.7358,0.9762,-0.2988,-0.7175,1.2216,0.0461,-0.7596,0.1648,527.0,0,motorcycle
5,0,21101,45,70.8911,-73.1547,54.2514,0.8059,2.0452,0.6839,0.8497,-0.3062,-0.6322,1.0892,0.0586,-0.692,0.1209,527.0,0,motorcycle
5,0,21106,50,71.0234,-72.9958,53.4671,0.8059,2.0452,0.6264,0.7378,-0.3427,-0.588,0.9657,0.0641,-0.6764,0.0747,527.0,0,motorcycle
5,0,21111,55,71.1434,-72.8563,52.8312,0.8059,2.0452,0.5572,0.6274,-0.399,-0.5777,0.8366,0.065,-0.7013,0.0311,527.0,0,motorcycle
5,0,21116,60,71.2494,-72.7387,52.3644,0.8059,2.0452,0.4715,0.5105,-0.4618,-0.5768,0.6922,0.0617,-0.7388,-0.0135,527.0,0,motorcycle
5,0,21121,65,71.3371,-72.6465,52.076,0.8059,2.0452,0.3674,0.3892,-0.5082,-0.5583,0.5328,0.0506,-0.7527,-0.0577,538.0,0,motorcycle
5,0,21126,70,71.4013,-72.5807,51.9606,0.8059,2.0452,0.2516,0.2729,-0.5122,-0.5081,0.3699,0.03,-0.7158,-0.0903,538.0,0,motorcycle
5,0,21131,75,71.4394,-72.5382,51.9767,0.8059,2.0452,0.139,0.1718,-0.4618,-0.4299,0.2209,0.0037,-0.6231,-0.0989,538.0,0,motorcycle
5,0,21136,80,71.4546,-72.5138,52.0861,0.8059,2.0452,0.045,0.0912,-0.366,-0.3374,0.0996,-0.0205,-0.4911,-0.0814,538.0,0,motorcycle
5,0,21141,85,71.453,-72.5031,52.2653,0.8059,2.0452,-0.0207,0.0322,-0.2488,-0.2431,0.0128,-0.0361,-0.3445,-0.048,538.0,0,motorcycle
5,0,21146,90,71.443,-72.5007,52.4915,0.8059,2.0452,-0.0578,-0.0073,-0.1366,-0.1557,-0.0409,-0.0414,-0.2067,-0.0135,538.0,0,motorcycle
5,0,21151,95,71.43,-72.5027,52.7422,0.8059,2.0452,-0.0729,-0.0327,-0.0411,-0.0718,-0.0702,-0.0383,-0.082,0.0108,538.0,0,motorcycle
5,0,21156,100,71.4173,-72.5086,52.9948,0.8059,2.0452,-0.0733,-0.0451,0.0427,0.0253,-0.0801,-0.0313,0.0459,0.0189,538.0,0,motorcycle
5,0,21161,105,71.4056,-72.516,53.2255,0.8059,2.0452,-0.061,-0.0393,0.1307,0.1514,-0.068,-0.0253,0.1995,0.014,538.0,0,motorcycle
5,0,21166,110,71.3971,-72.5213,53.4084,0.8059,2.0452,-0.0327,-0.0055,0.2375,0.3139,-0.0239,-0.023,0.3936,0.0036,538.0,0,motorcycle
