recordingId,trackId,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration,FrontVehicleTrackId,cluster,class
2,1,2921,3,76.1287,-76.596,46.4364,0.828,1.7977,1.3054,1.3856,0.1573,0.1159,1.9037,-0.009,0.1924,0.0341,84.0,1,motorcycle
2,1,2926,8,76.3923,-76.3171,46.3053,0.828,1.7977,1.3443,1.4195,0.1269,0.0633,1.955,-0.0086,0.1334,0.048,84.0,1,motorcycle
2,1,2931,13,76.6632,-76.0301,46.1001,0.828,1.7977,1.3762,1.4381,0.0545,-0.0466,1.9905,-0.0055,0.0042,0.0716,84.0,1,motorcycle
2,1,2936,18,76.9404,-75.7406,45.829,0.828,1.7977,1.3904,1.4261,-0.0664,-0.2036,1.9917,0.0036,-0.1923,0.0942,84.0,1,motorcycle
2,1,2941,23,77.2191,-75.4558,45.5017,0.828,1.7977,1.3743,1.3729,-0.2322,-0.3836,1.9425,0.018,-0.4364,0.1033,84.0,1,motorcycle
2,1,2946,28,77.4929,-75.1872,45.1285,0.828,1.7977,1.3159,1.2769,-0.4256,-0.5561,1.8333,0.0317,-0.6943,0.0907,75.0,1,motorcycle
2,1,2951,33,77.7502,-74.9432,44.7187,0.828,1.7977,1.2104,1.1448,-0.6154,-0.6993,1.6656,0.0382,-0.9293,0.0639,75.0,1,motorcycle
2,1,2956,38,77.9816,-74.7279,44.278,0.828,1.7977,1.0617,0.9851,-0.7703,-0.8039,1.4479,0.0359,-1.1128,0.0378,75.0,1,motorcycle
2,1,2961,43,78.1781,-74.5469,43.8081,0.828,1.7977,0.8824,0.8042,-0.8662,-0.8566,1.1935,0.0305,-1.218,0.0185,75.0,1,motorcycle
2,1,2966,48,78.3364,-74.4034,43.3066,0.828,1.7977,0.6879,0.615,-0.8928,-0.8438,0.9224,0.0243,-1.2285,0.0016,75.0,1,motorcycle
2,1,2971,53,78.4563,-74.2987,42.767,0.828,1.7977,0.4916,0.4336,-0.8434,-0.7575,0.6553,0.0155,-1.1335,-0.0166,75.0,1,motorcycle
2,1,2976,58,78.5381,-74.2283,42.1781,0.828,1.7977,0.3079,0.2764,-0.7037,-0.6004,0.4138,0.0019,-0.9246,-0.0275,75.0,1,motorcycle
2,1,2981,63,78.5848,-74.186,41.5189,0.828,1.7977,0.1586,0.1565,-0.4611,-0.3751,0.2225,-0.012,-0.5939,-0.0248,75.0,1,motorcycle
2,1,2986,68,78.6041,-74.1641,40.7683,0.828,1.7977,0.0695,0.0901,-0.1183,-0.0887,0.1115,-0.0229,-0.1475,-0.0101,75.0,1,motorcycle
2,1,2991,73,78.6125,-74.152,39.9111,0.828,1.7977,0.0623,0.0919,0.3028,0.2393,0.1068,-0.0305,0.3859,0.0107,75.0,1,motorcycle
2,1,2996,78,78.6264,-74.1327,38.9366,0.828,1.7977,0.1538,0.1722,0.7705,0.5687,0.2278,-0.0373,0.9567,0.0418,75.0,1,motorcycle
2,1,3001,83,78.6696,-74.0889,37.8403,0.828,1.7977,0.3521,0.3251,1.2365,0.8559,0.4774,-0.0407,1.5015,0.0826,75.0,1,motorcycle
2,1,3006,88,78.7644,-74.0062,36.6293,0.828,1.7977,0.6487,0.5368,1.6592,1.0661,0.8408,-0.0438,1.9676,0.1343,75.0,1,motorcycle
2,1,3011,93,78.9269,-73.8745,35.3347,0.828,1.7977,1.0317,0.7842,2.0098,1.1835,1.2952,-0.0431,2.324,0.1969,75.0,1,motorcycle
2,1,3016,98,79.1737,-73.6909,33.9928,0.828,1.7977,1.4846,1.0458,2.258,1.2112,1.8156,-0.037,2.5493,0.2582,75.0,1,motorcycle
2,1,3021,103,79.5187,-73.4557,32.643,0.828,1.7977,1.9809,1.3046,2.38,1.1577,2.3717,-0.03,2.6285,0.3089,76.0,1,motorcycle
2,1,3026,108,79.9689,-73.1707,31.3255,0.828,1.7977,2.4869,1.5471,2.3767,1.0247,2.9287,-0.0286,2.5629,0.3603,76.0,1,motorcycle
2,1,3031,113,80.5202,-72.8346,30.0811,0.828,1.7977,2.9741,1.7506,2.279,0.8186,3.451,-0.0241,2.3823,0.4339,76.0,1,motorcycle
2,1,3036,118,81.165,-72.4603,28.9517,0.828,1.7977,3.4273,1.8933,2.127,0.5875,3.9155,0.0023,2.1456,0.5155,76.0,1,motorcycle
2,1,3041,123,81.895,-72.0657,27.982,0.828,1.7977,3.8419,1.977,1.9518,0.3982,4.3204,0.0568,1.9104,0.5642,76.0,1,motorcycle
2,1,3046,128,82.7035,-71.6617,27.2179,0.828,1.7977,4.2161,2.02,1.7747,0.2998,4.6732,0.132,1.7153,0.5451,76.0,1,motorcycle
